variance,skewness,curtosis,entropy
0.3968769876231839,0.057466425852360545,-1.0395376530953413,0.5195150635487655
-0.3817311487806531,-0.22255310559302136,-0.41215983913518717,0.26034814674018986
1.2570744578793194,-0.2779252997420885,-0.11902626158524483,1.135260368200827
-0.10891208130527219,-0.2972001412044079,-0.7098258065533323,0.857102976373626
-1.1841958979317369,-0.4195084182209955,0.2744421208535502,1.2277962906343984
-1.9051769669627956,0.28771110530076793,-0.1335831773726845,-0.1336141851893624
0.0629231488635604,0.21270163966803554,0.6621979470653501,0.8816086492270019
-1.0670963446624782,-1.482776484955687,1.408021757039171,0.9104070791579413
0.011350040350025715,1.4144112001638938,-0.575438380521969,-1.327720850407419
1.342548327288189,-0.7664521773462838,0.1672168894224095,1.0225257444188525
-2.4796163093311816,0.8347602697629236,-0.1272897221402914,-2.994836278377315
-0.5010494304276454,-0.3017560898045121,1.1046684898725263,-0.12750198140342753
-1.830127599138197,-1.3636318494338373,2.291171928723839,0.06614590133390265
0.16644971932681263,1.1463146002618496,-0.6989884812352385,-0.04292613831898068
-2.5364580172940636,0.8662950688164679,-0.16781488990816368,-3.020564391987878
0.884011129223301,1.1722435891721485,-1.1583808646344387,-0.07661433127866792
-1.579481728275846,-2.485081789782141,3.2628345773179386,0.12188067120518271
0.019200112657910787,-0.2733695205018074,-0.5166252262798133,1.0304905619104467
0.5948720819028152,-1.3615317876279087,1.5323525125423034,0.4122908994590718
0.8258311406516273,1.5973536810319848,-1.0903031748714125,-1.5189048990604965
-1.0691742013971806,-0.4790858167766121,0.29804544802939875,0.49623183145257665
-0.6639217023086504,1.656578811155639,-0.33681035000459,-2.7901959051102416
-1.0568127147212378,-1.4957494474019892,1.6981957345181342,1.2994843862012153
1.442602411750735,-0.7272115063435652,0.28289156093206413,1.341132658510027
-1.0119803143267216,0.3167901869199599,-0.41589779795252974,-0.0386618100962354
-2.6413017376196533,1.256703332931561,-0.2854618627839714,-1.5758573715464936
-0.08775316052206292,-0.43492863011049715,-0.12217413722319118,0.7155699226607121
0.3104874525346148,-0.2772241500746252,-0.7548741800154091,1.2032527126412649
1.0747513338868522,0.8382660181002403,-0.47826293148856075,0.3528603784614126
0.7560996773514369,1.0390759603010322,-0.37773066685874274,-0.25922234206155775
0.5575410964996831,0.026626002073357222,0.17607961733085065,0.535442803274966
-0.5015671337157831,0.13947045217742038,-1.0405249518001674,-0.04662188944535989
-1.0339915085502664,-0.38516393970290613,0.01751485324873973,1.105220544942822
