GLCM_Pan,Mean_G,Mean_R,Mean_NIR,SD_Plan
0.003091407391558982,0.21222578295905278,0.2676651691147641,-1.0610987214531504,-1.0148290830892064
-0.7464049154345493,-0.16639609341080777,-0.24910744352876382,0.6115852016400412,-0.8019910909641185
0.7003888607525879,-0.2769034525910533,-0.37308584150176577,-0.15480096347307137,0.24901391550971852
0.4823461353636129,-0.26455967969622207,-0.3197155164025577,0.21698354511048865,-0.7577565912910149
-2.9281216364462317,-0.17711597088410058,-0.15280036325277874,0.29321057517502597,-0.3019112163929425
0.7091654324780797,0.5690325038761458,0.035552972640191735,1.8882141825461904,0.178092452179901
-1.2034410875631192,0.11679250498850252,0.008273039299315261,0.2557014611896832,-0.8391778262960684
-0.563310403709173,-0.05704201653644997,-0.14942864225334546,1.2281812757050132,0.40585709175749934
-1.0477256581029117,-0.9221105492616489,-0.5820073898456142,-2.4138136709687,-0.8817169818618912
-0.7037599157115502,0.32759509528646674,0.15033160391975817,0.7643748080624382,-0.17164791125510812
0.5191771260713831,-0.26682875491871677,-0.2673684802885242,-0.6239376013634722,0.17573862325549358
0.022104864052087624,0.5522889934494134,0.15531556286514148,2.4255322201380185,-0.7480195181477687
0.6868012809194805,-0.4956683163332189,-0.4433493092141931,-0.7212889845158641,-0.6358611868436789
-0.41218552150195176,-0.42976738920456536,-0.38504676078763617,-0.6920570511134916,-0.7526735337621365
0.1452946389786639,-0.37870129896023524,-0.32775499227802474,0.7996815100785641,-0.6321157305776861
0.6346396225296648,0.07559212672597375,-0.029882215021266315,0.5286912560667327,0.38515166906638093
0.555500451395218,-0.6081378197941488,-0.4408133670539137,-1.2937193540786236,0.0029692691187136896
-1.528784015752706,0.9474121883519436,1.134820700791051,-0.6586146510631026,-0.4598356819032384
-2.124784579290598,0.22447630829020873,0.2670294252245376,0.7989084940697012,-0.20416182260426127
-0.22201005224646625,0.7205449188374199,1.1068479538864042,-1.433113045606913,-0.07310904579774515
-0.9821957732621408,-0.378757533044157,-0.2901761935846665,1.0333555597282924,0.7687000747517034
-1.3577048420991082,0.20405604366442273,-0.053009389464900684,1.1733740950221854,0.1875472078745922
-0.23261269842525323,9.89319544290656,9.619557977036276,2.6640047316509006,1.6804251786085491
-0.6664520473547344,-0.06648201976936935,-0.15861534916485628,0.5528118784381235,-1.2516854576586123
-0.9176083475001833,-0.3589291156483343,0.289783168578509,-0.5592460425473194,0.38331689353396337
0.8832959143031789,-0.28703965005596194,-0.3434320331738933,0.4464722996644147,0.022521719632948994
0.9391857680430803,-0.18626807955633568,-0.18245417158065114,0.3377296507712814,-0.005744475244318345
