GLCM_Pan,Mean_G,Mean_R,Mean_NIR,SD_Plan,name,is_train,target,prediction,score_0,score_1
0.75210017,0.0,0.49303526,0.0,0.0,0,0,0,0,0.7365417249048076,0.2634582750951924
0.78772527,0.0,0.4993332,0.0,0.0,1,0,0,0,0.7337348297752524,0.26626517022474766
0.8329519,0.0,0.52208525,0.0,0.0,2,0,0,0,0.7274855569934868,0.2725144430065131
0.7891918,0.0,0.49948335,0.0,0.0,3,0,0,0,0.7336383122363304,0.2663616877636696
0.8827893,0.0,0.5211291,0.0,0.0,4,0,0,0,0.7252466902419901,0.2747533097580099
1.0,0.0,0.62938994,0.0,0.0,5,0,0,0,0.6991834278132363,0.30081657218676366
0.8206642,0.0,0.5047471,0.0,0.0,6,0,0,0,0.7311960035753219,0.2688039964246781
1.0,0.0,0.59157175,0.0,0.0,7,0,0,0,0.7063837766736323,0.2936162233263677
0.8553028,0.0,0.49671614,0.0,0.0,8,0,0,0,0.7309769279325451,0.26902307206745485
0.9665106,0.0,0.52420676,0.0,0.0,9,0,0,0,0.7206012244521312,0.2793987755478688
0.79418015,0.0,0.54409397,0.0,0.0,10,0,0,0,0.7253749678421719,0.274625032157828
0.7950502,0.0,0.5094294,0.0,0.0,11,0,0,0,0.7315828655791372,0.2684171344208628
0.70127964,0.041446682,0.028248694,0.13907292,0.10818903,12,0,1,0,0.9076463297225785,0.09235367027742152
0.91193056,0.0,0.521815,0.0,0.0,13,0,0,0,0.7237054141084072,0.27629458589159284
0.9030627,0.0,0.5267441,0.0,0.0,14,0,0,0,0.72323853958931,0.27676146041069005
0.66098416,0.042936444,0.036920935,0.23219538,0.124277435,15,0,1,0,0.9338706061307931,0.06612939386920692
0.7744243,0.0,0.50363696,0.0,0.0,16,0,0,0,0.7336011537744468,0.2663988462255532
0.7918626,0.0,0.51234436,0.0,0.0,17,0,0,0,0.7312133559367937,0.2687866440632063
0.9051931,0.0,0.5204026,0.0,0.0,18,0,0,0,0.7242905189644956,0.2757094810355044
0.95302176,0.0,0.52109,0.0,0.0,19,0,0,0,0.7218328807897234,0.2781671192102766
0.70579904,0.0,0.52699274,0.0,0.0,20,0,0,0,0.7327053732639097,0.2672946267360902
0.8475545,0.0,0.5205458,0.0,0.0,21,0,0,0,0.7270585954314868,0.2729414045685133
0.7253813,0.055040102,0.05389024,0.25781766,0.111008555,22,0,1,0,0.9367565530187645,0.06324344698123548
