GLCM_Pan,Mean_G,Mean_R,Mean_NIR,SD_Plan,name,is_train,target,prediction,score_0,score_1
0.6370181,0.04671727,0.021285884,0.22927009,0.31337583,0,0,0,0,0.9999998999999902,1.0000000994736041e-07
0.6762406,0.0521203,0.03541413,0.3556945,0.15608379,1,0,0,1,0.27565472424747123,0.7243452757525287
0.61423075,0.04427369,0.031608425,0.25397927,0.115413,2,0,0,1,0.20660922813244284,0.793390771867557
0.6811317,0.05179532,0.039680846,0.3252437,0.22568542,3,0,0,1,0.22286926075527247,0.7771307392447278
0.6915934,0.04624463,0.029609,0.27013308,0.15220346,4,0,0,1,0.39487535447895467,0.6051246455210453
0.71330017,0.11066282,0.12901212,0.18210341,0.15282916,5,0,0,1,0.06540401885907456,0.9345959811409252
0.717444,0.0636048,0.048751824,0.39430878,0.16676292,6,0,0,1,0.2136443847059721,0.7863556152940278
0.72169375,0.09729155,0.08057158,0.19517826,0.15363108,7,0,0,0,0.999928366872972,7.163312702796391e-05
0.74195105,0.04776933,0.033358295,0.32962018,0.18978174,8,0,0,1,0.232270905568431,0.7677290944315691
0.7909052,0.051210083,0.0406068,0.27882797,0.17483425,9,0,0,1,0.2298927530584202,0.7701072469415795
0.60428303,0.06768542,0.05648795,0.27468115,0.12707658,10,0,0,1,0.2500354344451578,0.7499645655548421
0.67468435,0.05070829,0.042063836,0.26327106,0.23617716,11,0,0,1,0.22997440589212537,0.7700255941078745
0.70127964,0.041446682,0.027676769,0.13907292,0.10818903,12,0,1,0,0.7268303285734501,0.2731696714265502
0.72838503,0.050516885,0.034722764,0.3131506,0.10562822,13,0,0,1,0.291895462299155,0.7081045377008451
0.71931905,0.05606996,0.04063981,0.30211118,0.116114445,14,0,0,1,0.24780573653919183,0.752194263460808
0.66092205,0.048996788,0.03175734,0.23185776,0.12414935,15,0,1,0,0.719360680547589,0.280639319452411
0.6668765,0.06279992,0.036579393,0.2584539,0.31944522,16,0,0,0,0.9999998999999902,1.0000000994736041e-07
0.61979485,0.042228214,0.029486736,0.26743174,0.18315223,17,0,0,1,0.2317902270733604,0.7682097729266395
0.7215812,0.04845294,0.03357305,0.27009335,0.16502278,18,0,0,1,0.2724413235165715,0.7275586764834286
0.77572644,0.056749433,0.029866885,0.27149084,0.17956324,19,0,0,0,0.9998335650200204,0.0001664349799795531
0.49493605,0.048500996,0.029676763,0.28163266,0.083660096,20,0,0,0,0.9999618003879215,3.8199612078568715e-05
0.66112876,0.048794128,0.03294368,0.2974128,0.11531854,21,0,0,1,0.28665203948867096,0.7133479605113291
0.72532886,0.063278265,0.046653047,0.25284702,0.11085445,22,0,1,0,0.781217770405172,0.21878222959482788
0.75994253,0.05047013,0.03506962,0.31732768,0.13040446,23,0,0,1,0.29659281006905946,0.7034071899309405
0.79836106,0.052384634,0.04251233,0.22945917,0.06804428,24,0,1,0,0.5726161316964232,0.42738386830357683
0.70735186,0.0687982,0.059401736,0.19505656,0.08548935,25,0,0,1,0.39838939180195665,0.6016106081980434
0.6557075,0.05889537,0.02958424,0.2686786,0.1318102,26,0,0,0,0.9997528891861855,0.00024711081381442046
0.6183211,0.04014499,0.026874486,0.25218344,0.1740682,27,0,0,1,0.3083338841723769,0.6916661158276233
0.73164743,0.03446656,0.023715707,0.14206567,0.11225012,28,0,0,1,0.29152432796431155,0.7084756720356884
0.5768895,0.06752435,0.033766314,0.3790245,0.106055975,29,0,0,0,0.9999984997141715,1.5002858284307697e-06
0.72706586,0.05468411,0.04106622,0.42242065,0.101415925,30,0,0,1,0.23402610994046966,0.7659738900595302
0.77317446,0.06133082,0.05383974,0.37615657,0.22326747,31,0,0,1,0.10879729622849127,0.8912027037715087
0.65955913,0.08207097,0.05683558,0.22426917,0.09744175,32,0,0,0,0.9999097088031844,9.029119681568938e-05
0.73234195,0.050722864,0.028893394,0.3098101,0.19675118,33,0,0,0,0.978913222562707,0.021086777437293067
0.6848489,0.018629752,0.048857752,0.25783703,0.3893831,34,0,0,1,0.026505540131638177,0.9734944598683618
0.7190321,0.038534135,0.027603734,0.15192758,0.09086277,35,0,0,1,0.2832135061854804,0.7167864938145194
0.6837759,0.058345985,0.045243554,0.42201835,0.20128255,36,0,0,1,0.2287758355401045,0.7712241644598953
0.80394137,0.04783033,0.03805614,0.24633439,0.10266107,37,0,0,1,0.24124006721421287,0.7587599327857872
0.70280755,0.041738912,0.026577197,0.18723676,0.10498692,38,0,1,0,0.6168535702112714,0.38314642978872854
0.50544477,0.038494144,0.042575926,0.1104163,0.11646036,39,0,0,1,0.23342116081156628,0.7665788391884337
0.6109373,0.056275193,0.042593278,0.34138143,0.1287262,40,0,0,1,0.24427135627080032,0.7557286437291996
0.7865131,0.04104397,0.026562316,0.3158153,0.1648687,41,0,0,1,0.39596066295290844,0.6040393370470915
0.6732235,0.040370088,0.029070174,0.14694753,0.1213089,42,0,0,1,0.29504827593072563,0.7049517240692743
0.77975506,0.046935093,0.038670607,0.41747648,0.23633434,43,0,0,1,0.26596395986035115,0.7340360401396491
0.6408261,0.06279326,0.034469496,0.2970215,0.17611088,44,0,0,0,0.9996620505743582,0.000337949425641777
0.7275827,0.035974637,0.026284356,0.10399235,0.09592348,45,0,0,1,0.4554704154563771,0.544529584543623
0.61624783,0.15604338,0.23789789,0.27522546,0.1747016,46,0,0,1,2.3233105723109702e-07,0.9999997676689428
0.69518214,0.029850146,0.018143836,0.1620102,0.17134233,47,0,0,1,0.3893092888429034,0.6106907111570965
0.59486073,0.052856565,0.04213804,0.39609215,0.14493245,48,0,0,1,0.14756521959249916,0.8524347804075006
0.7214034,0.033711486,0.019192182,0.19281055,0.13031675,49,0,0,1,0.4516107707913594,0.5483892292086405
0.75418234,0.043304395,0.031684715,0.22210695,0.16791402,50,0,0,1,0.2565616826993826,0.7434383173006174
0.6447978,0.07095686,0.03893558,0.37182188,0.14113022,51,0,0,0,0.9999244720608431,7.552793915681372e-05
0.7258284,0.05350657,0.03707559,0.29830608,0.1327239,52,0,0,1,0.3529774336833172,0.6470225663166826
0.6267406,0.06355353,0.047483955,0.3185029,0.18907502,53,0,1,0,0.7135977042848342,0.286402295715166
0.636104,0.08157371,0.05118649,0.3734326,0.23460795,54,0,0,0,0.9999930626503185,6.9373496814705935e-06
0.63305724,0.06538405,0.0519573,0.35188314,0.1256617,55,0,0,1,0.1740625776708655,0.8259374223291345
0.78213656,0.056181286,0.034972683,0.42131615,0.1044091,56,0,0,0,0.9853230901898135,0.01467690981018668
0.72399956,0.054688703,0.040405475,0.36350673,0.19524555,57,0,0,1,0.205196365302107,0.7948036346978928
0.63894874,0.030798022,0.03402268,0.23601818,0.29564667,58,0,0,1,0.11387894617556787,0.886121053824432
0.7098241,0.056189753,0.038084246,0.29379025,0.12776768,59,0,1,0,0.6176269232429995,0.38237307675700044
0.767205,0.053871423,0.027209742,0.3163817,0.19345105,60,0,0,0,0.9994817598820861,0.0005182401179139937
0.72072417,0.06149801,0.046503622,0.34731328,0.17151773,61,0,0,1,0.21823823834601636,0.7817617616539837
0.81648195,0.06585383,0.032602057,0.43524545,0.16642873,62,0,0,0,0.9999952362787975,4.763721202492918e-06
0.7339432,0.10126238,0.1379526,0.17807789,0.25765812,63,0,0,1,0.0188120535621257,0.9811879464378743
0.74681777,0.05196003,0.042834803,0.27168536,0.22273143,64,0,0,1,0.26203737841902497,0.7379626215809751
0.710601,0.044799116,0.029214729,0.2889662,0.17913921,65,0,0,1,0.3076228632269535,0.6923771367730466
0.6160367,0.039514378,0.029842742,0.18644775,0.1777415,66,0,0,1,0.26034458457339776,0.7396554154266021
0.68803865,0.060991127,0.045016132,0.32204866,0.12960452,67,0,0,1,0.26435703477837713,0.7356429652216231
0.66051763,0.03994376,0.028694,0.13475567,0.090441406,68,0,0,1,0.4357561284192985,0.5642438715807013
0.7818913,0.044844054,0.032819126,0.2446674,0.13774438,69,0,0,1,0.2641103839691304,0.7358896160308697
0.72506917,0.034446098,0.023006052,0.17430817,0.1633085,70,0,0,1,0.3030573045511474,0.6969426954488527
0.78050226,0.042276636,0.03059404,0.28367284,0.19050705,71,0,0,1,0.2703589394090864,0.7296410605909137
0.6334103,0.052562233,0.04417071,0.38669154,0.24770108,72,0,0,1,0.19727098204354213,0.8027290179564578
