GLCM_Pan,Mean_G,Mean_R,Mean_NIR,SD_Plan,name,is_train,target,prediction,score_0,score_1
0.6370181,0.04671727,0.021285884,0.22927009,0.31337583,0,0,0,0,0.9999995,4.791912e-07
0.6760771,0.05818179,0.029614309,0.3556339,0.15613669,1,0,0,0,0.99995923,4.075866e-05
0.61400455,0.05270394,0.02347606,0.2540061,0.115244396,2,0,0,0,0.9999933,6.6227226e-06
0.6814003,0.05987932,0.032259595,0.32520646,0.22640488,3,0,0,0,0.9999727,2.7248268e-05
0.6915904,0.04875916,0.027208012,0.27003017,0.15230742,4,0,0,0,0.99633104,0.0036689444
0.71377033,0.13158101,0.11779577,0.17999245,0.15364239,5,0,0,0,1.0,2.09781e-12
0.7175851,0.072312646,0.04092082,0.39426845,0.16686392,6,0,0,0,0.99987936,0.000120580284
0.72169375,0.09729155,0.08057158,0.19517826,0.15363108,7,0,0,0,0.9999987,1.3120085e-06
0.74209523,0.055221945,0.02605401,0.3295874,0.19005375,8,0,0,0,0.9999889,1.1079169e-05
0.7915633,0.059143465,0.03347161,0.27873996,0.17513567,9,0,0,0,0.99822205,0.0017779241
0.60390013,0.07479343,0.05034231,0.27432644,0.12700267,10,0,0,0,0.9987035,0.0012965025
0.6748423,0.05866234,0.03493719,0.26267225,0.23750769,11,0,0,0,0.99955827,0.00044169542
0.70127964,0.041446682,0.027676769,0.13907292,0.10818903,12,0,1,1,0.38932505,0.610675
0.7284165,0.055923764,0.029347679,0.3129381,0.105292,13,0,0,0,0.9996605,0.0003394911
0.7194705,0.063041665,0.034261815,0.30186123,0.11586905,14,0,0,0,0.9997578,0.00024214787
0.66098416,0.042936444,0.03749286,0.23219538,0.124277435,15,0,1,1,0.003757427,0.99624264
0.6668765,0.06279992,0.036579393,0.2584539,0.31944522,16,0,0,0,0.9999937,6.3702814e-06
0.6196871,0.04944419,0.022198914,0.2671539,0.18345274,17,0,0,0,0.99999607,3.89166e-06
0.7217323,0.054632626,0.027945727,0.27001956,0.16524757,18,0,0,0,0.99986637,0.00013358766
0.77572644,0.056749433,0.029866885,0.27149084,0.17956324,19,0,0,0,0.99974006,0.00025988865
0.49493605,0.048500996,0.029676763,0.28163266,0.083660096,20,0,0,0,0.9950368,0.004963256
0.66095406,0.054236583,0.027484221,0.29743034,0.11510662,21,0,0,0,0.99981457,0.00018543036
0.7253813,0.055040102,0.05389024,0.25331336,0.111008555,22,0,1,1,0.0021461905,0.9978538
0.7601692,0.055742837,0.02989745,0.3173255,0.13049714,23,0,0,0,0.99932337,0.00067662296
0.79818916,0.05027539,0.044372905,0.22952415,0.06819078,24,0,1,1,0.0023636152,0.99763644
0.7073291,0.0713849,0.05730445,0.19494595,0.08539322,25,0,0,0,0.9759251,0.024074862
0.6557075,0.05889537,0.02958424,0.2686786,0.1318102,26,0,0,0,0.99996865,3.1291842e-05
0.6180464,0.044920713,0.021996519,0.25212356,0.17427722,27,0,0,0,0.9999161,8.395144e-05
0.73189306,0.04024511,0.018407365,0.14169706,0.11227303,28,0,0,0,0.99864465,0.0013553966
0.5768895,0.06752435,0.033766314,0.3790245,0.106055975,29,0,0,0,0.99999774,2.2697986e-06
