GLCM_Pan,Mean_G,Mean_R,Mean_NIR,SD_Plan,name,is_train,target,prediction,score_0,score_1
0.6370181,0.04671727,0.021285884,0.22927009,0.31337583,0,0,0,0,0.958014696251522,0.04198530374847801
0.6760771,0.05818179,0.029614309,0.3556339,0.15613669,1,0,0,0,0.9600913268326488,0.039908673167351236
0.61400455,0.05270394,0.02347606,0.2540061,0.115244396,2,0,0,0,0.9395183441101848,0.06048165588981524
0.6814003,0.05987932,0.032259595,0.32520646,0.22640488,3,0,0,0,0.9625952541986882,0.03740474580131184
0.6915904,0.04875916,0.027208012,0.27003017,0.15230742,4,0,0,0,0.945751168223245,0.05424883177675504
0.71377033,0.13158101,0.11779577,0.17999245,0.15364239,5,0,0,0,0.9326502475674435,0.06734975243255646
0.7175851,0.072312646,0.04092082,0.39426845,0.16686392,6,0,0,0,0.9659735535945744,0.034026446405425674
0.72169375,0.09729155,0.08057158,0.19517826,0.15363108,7,0,0,0,0.933692847421107,0.06630715257889296
0.74209523,0.055221945,0.02605401,0.3295874,0.19005375,8,0,0,0,0.959132367177112,0.040867632822887974
0.7915633,0.059143465,0.03347161,0.27873996,0.17513567,9,0,0,0,0.9495148519983002,0.050485148001699794
0.60390013,0.07479343,0.05034231,0.27432644,0.12700267,10,0,0,0,0.9459602119245152,0.054039788075484874
0.6748423,0.05866234,0.03493719,0.26267225,0.23750769,11,0,0,0,0.9551258953140138,0.04487410468598622
0.70127964,0.041446682,0.027676769,0.13907292,0.10818903,12,0,1,0,0.9076900207420671,0.0923099792579329
0.7284165,0.055923764,0.029347679,0.3129381,0.105292,13,0,0,0,0.9475115438367595,0.05248845616324054
0.7194705,0.063041665,0.034261815,0.30186123,0.11586905,14,0,0,0,0.9474934257403228,0.05250657425967716
0.66098416,0.042936444,0.03749286,0.23219538,0.124277435,15,0,1,0,0.9338384033673698,0.06616159663263017
0.6668765,0.06279992,0.036579393,0.2584539,0.31944522,16,0,0,0,0.9627606224483253,0.037239377551674745
0.6196871,0.04944419,0.022198914,0.2671539,0.18345274,17,0,0,0,0.9501750100789071,0.04982498992109286
0.7217323,0.054632626,0.027945727,0.27001956,0.16524757,18,0,0,0,0.9475237792857012,0.05247622071429881
0.77572644,0.056749433,0.029866885,0.27149084,0.17956324,19,0,0,0,0.9489605726278006,0.05103942737219934
0.49493605,0.048500996,0.029676763,0.28163266,0.083660096,20,0,0,0,0.9413295274033658,0.05867047259663412
0.66095406,0.054236583,0.027484221,0.29743034,0.11510662,21,0,0,0,0.9468010518604443,0.053198948139555675
0.7253813,0.055040102,0.05389024,0.25331336,0.111008555,22,0,1,0,0.9358381754916825,0.06416182450831756
0.7601692,0.055742837,0.02989745,0.3173255,0.13049714,23,0,0,0,0.9507939235342796,0.049206076465720415
0.79818916,0.05027539,0.044372905,0.22952415,0.06819078,24,0,1,0,0.9224163223960269,0.07758367760397313
0.7073291,0.0713849,0.05730445,0.19494595,0.08539322,25,0,0,0,0.9206477975328131,0.07935220246718686
0.6557075,0.05889537,0.02958424,0.2686786,0.1318102,26,0,0,0,0.9442804080461545,0.05571959195384551
