variance,skewness,curtosis,entropy,name,is_train,target,prediction,score_0,score_1
0.47887564,0.5956647,0.027580202,0.83713204,0,0,0,1,4.66048e-10,1.0
0.6036591,0.7955876,0.40651828,0.44403052,1,0,1,0,1.0,1.8903458e-17
0.25108856,0.6733269,0.0,0.29779565,2,0,0,1,2.492033e-12,1.0
0.67840976,0.7356558,0.40415332,0.6617775,3,0,1,0,1.0,1.720838e-17
0.5566695,0.44947708,0.7123228,0.5685796,4,0,1,0,1.0,6.287991e-16
0.79849714,0.8977141,0.19893052,0.4503019,5,0,1,0,1.0,8.4306116e-17
0.5186466,0.54161733,0.022074535,0.9452193,6,0,0,1,5.4269735e-11,1.0
0.6177026,0.6003869,0.0,0.91011935,7,0,0,1,7.72089e-08,0.9999999
0.15713821,0.7204818,0.12867732,0.6800299,8,0,0,1,1.9815655e-12,1.0
0.47207958,0.23863468,1.0,0.58685637,9,0,1,0,1.0,1.764919e-13
0.3916319,0.70050406,0.0,0.6220527,10,0,0,1,1.909639e-10,1.0
0.6542371,0.7030582,0.40843987,0.6219563,11,0,1,0,1.0,1.9255945e-16
0.5346487,0.5333328,0.004707888,0.8602518,12,0,0,1,4.672529e-11,1.0
0.5964794,0.18087612,0.1802973,1.0,13,0,0,1,2.3438396e-13,1.0
0.5479682,0.34951562,0.09505318,1.0,14,0,0,1,3.458867e-13,1.0
0.5804124,0.19148053,0.14113165,1.0,15,0,0,1,1.30264545e-14,1.0
0.5493355,0.63584775,0.5008534,0.6424121,16,0,1,0,1.0,1.92647e-15
0.6303557,0.4792099,0.65782213,0.6754547,17,0,1,0,1.0,5.1921657e-17
0.54338604,0.7039099,0.4844489,0.72895586,18,0,1,0,1.0,5.8055993e-16
0.23282926,0.6670556,0.06397684,0.5008939,19,0,0,1,2.302883e-11,1.0
0.41245127,0.64429015,0.0,0.9390471,20,0,0,1,2.1757676e-12,1.0
0.37059328,0.50344586,0.8999228,0.568822,21,0,1,0,1.0,3.348841e-15
