variance,skewness,curtosis,entropy,name,is_train,target,prediction,score_0,score_1
0.55649406,0.67441875,0.106672496,0.70672864,0,0,0,1,0.4984781704428939,0.5015218295571061
0.49393657,0.6825904,0.2925598,0.6537754,1,0,1,0,0.675392071212261,0.3246079287877391
0.42170718,0.8452027,0.035840437,0.07823811,2,0,0,1,0.4198313792368845,0.5801686207631155
0.56972784,0.6240293,0.2916603,0.86560875,3,0,1,0,0.7251227807752388,0.27487721922476116
0.4628099,0.3494985,0.6105874,0.7868964,4,0,1,0,0.5170244285168553,0.4829755714831447
0.6099908,0.6953512,0.0,0.13499728,5,0,1,0,0.5500891295029693,0.44991087049703066
0.59845114,0.6232992,0.104312785,0.7912562,6,0,0,1,0.4964684910733794,0.5035315089266206
0.61547935,0.6633941,0.0013730526,0.62719244,7,0,0,1,0.45390810340200016,0.5460918965979998
0.26691538,0.8335509,0.24271263,0.46999267,8,0,0,1,0.32709356045700544,0.6729064395429946
0.3638719,0.12779476,0.98618114,0.75490004,9,0,1,0,0.5047953204576885,0.49520467954231157
0.485493,0.79521745,0.066581205,0.4698334,10,0,0,1,0.4996622619083272,0.5003377380916728
0.542953,0.5880136,0.29229534,0.83942246,11,0,1,0,0.6085851208706842,0.39141487912931583
0.61376935,0.6141012,0.085965246,0.7128407,12,0,0,1,0.49482137013077976,0.5051786298692202
0.70427334,0.29133356,0.29153997,0.82697785,13,0,0,1,0.4652703505188357,0.5347296494811643
0.65251607,0.4556535,0.20166336,0.86565447,14,0,0,1,0.48110657988883254,0.5188934201111675
0.69219136,0.30717164,0.25796583,0.78667504,15,0,0,1,0.41095440831065877,0.5890455916893412
0.45548126,0.54114425,0.40588388,0.79454637,16,0,1,0,0.501274643626799,0.49872535637320103
0.5173427,0.36191145,0.53927517,0.9001767,17,0,1,0,0.5433169971534972,0.4566830028465027
0.4386316,0.59749544,0.37754157,0.90236926,18,0,1,0,0.5031810288258528,0.4968189711741472
0.34259903,0.7801149,0.17800178,0.290896,19,0,0,1,0.32675856537134307,0.6732414346286569
0.5264243,0.762834,0.05044688,0.7107734,20,0,0,1,0.4894624207888656,0.5105375792111344
0.2842651,0.41315877,0.8084796,0.7635271,21,0,1,0,0.527275406185143,0.47272459381485704
0.5338674,0.5994794,0.3024699,0.86841077,22,0,1,0,0.6208227475455246,0.3791772524544754
0.5722099,0.6243374,0.065082535,0.6740669,23,0,0,1,0.3781773690873188,0.6218226309126812
0.5481578,0.66452575,0.1369972,0.8365959,24,0,0,1,0.4974189240575392,0.5025810759424608
0.47100964,0.3602152,0.678144,0.84119344,25,0,1,0,0.6636101432302353,0.3363898567697648
0.5146564,0.549994,0.4399883,0.8679827,26,0,1,0,0.7072992529234414,0.2927007470765585
0.54206395,0.729786,0.1627321,0.47645336,27,0,1,0,0.6795396975340585,0.3204603024659415
0.6466709,0.6828347,0.039706573,0.46784338,28,0,1,0,0.649151780485846,0.35084821951415396
0.6571502,0.4563116,0.20782365,1.0,29,0,0,1,0.4904698941814638,0.5095301058185362
0.57402796,0.67915636,0.0677414,0.44602713,30,0,1,0,0.5124247829106128,0.4875752170893873
0.6046342,0.7146684,0.16282348,0.54749775,31,0,1,0,0.776902934688922,0.22309706531107795
0.30690798,0.83809775,0.25492167,0.50147456,32,0,0,1,0.44844505996602857,0.5515549400339714
0.38850218,0.69697857,0.34302348,0.73369277,33,0,1,0,0.5200150947430101,0.4799849052569899
0.51419276,0.37808043,0.5035874,0.89336485,34,0,1,0,0.5043765982677885,0.49562340173221153
0.2786896,0.8235749,0.3314109,0.31765097,35,0,1,0,0.5017285662697948,0.49827143373020516
0.66846067,0.6389359,0.0,0.8701587,36,0,0,0,0.5147232724804314,0.4852767275195686
0.47525826,0.33137265,0.6496923,0.9126296,37,0,1,0,0.5688984944733038,0.4311015055266963
0.49348062,0.51945126,0.24867125,0.7775942,38,0,0,1,0.29804122580630577,0.7019587741936942
0.69997317,0.25101092,0.28929633,0.7328907,39,0,0,1,0.38667485118024036,0.6133251488197596
0.24495006,0.86962444,0.3299605,0.14029706,40,0,1,0,0.5185409096575959,0.48145909034240403
0.58611816,0.6975825,0.05752852,0.43248275,41,0,1,0,0.5613088649019293,0.4386911350980706
0.3395688,0.3807184,0.7501412,0.7240459,42,0,1,0,0.5103845712320869,0.48961542876791314
0.6770382,0.41842318,0.20832852,1.0,43,0,0,1,0.4710188196853573,0.5289811803146427
0.17251144,0.93837976,0.36830425,0.40711346,44,0,1,0,0.5006945672743022,0.49930543272569783
0.3520755,0.32647863,0.8009777,0.77355015,45,0,1,0,0.5235827135111277,0.47641728648887227
0.5314312,0.6553836,0.16137826,0.8448986,46,0,0,1,0.479054023605744,0.520945976394256
0.5817101,0.7755633,0.0,0.25153238,47,0,0,0,0.6141247542125774,0.3858752457874226
0.7475063,0.29560933,0.24585485,0.87818354,48,0,0,1,0.4987136141850552,0.5012863858149448
0.49177444,0.3496474,0.57526666,0.8333883,49,0,1,0,0.5248404293446837,0.47515957065531633
0.5510314,0.50745535,0.30298486,0.8158722,50,0,1,0,0.5007735311775314,0.49922646882246857
0.28681582,0.83628863,0.2630962,0.49134842,51,0,0,1,0.40983210151419347,0.5901678984858065
0.3864866,0.74330074,0.29959694,0.71725756,52,0,1,0,0.5280594834137415,0.4719405165862585
0.6256807,0.54123485,0.15558483,0.82453984,53,0,0,1,0.49753000692354976,0.5024699930764502
0.16024409,0.96392304,0.35689774,0.36958143,54,0,1,0,0.5015154540134092,0.49848454598659075
0.6953388,0.5198871,0.08491813,0.94178295,55,0,0,1,0.4998463950213494,0.5001536049786506
0.48923886,0.52445614,0.33688888,0.7979191,56,0,0,1,0.43609869679004,0.56390130320996
0.5935984,0.6199003,0.30178073,0.7840234,57,0,1,0,0.7838881041183716,0.21611189588162835
0.41867954,0.74493253,0.20067981,0.43310958,58,0,0,1,0.4718141520425424,0.5281858479574576
