variance,skewness,curtosis,entropy,name,is_train,target,prediction,score_0,score_1
0.6788756,0.79566467,0.2275802,0.63713205,0,0,0,0,1.0,2.237568e-11
0.40365908,0.5955876,0.20651826,0.6440305,1,0,1,1,0.0025575433,0.9974425
0.45108858,0.8733269,0.06359132,0.097795665,2,0,0,0,0.9965718,0.0034282093
0.47840974,0.5356558,0.20415331,0.8617775,3,0,1,1,1.36319695e-05,0.9999864
0.3566695,0.24947707,0.5123228,0.7685796,4,0,1,1,2.2156725e-07,0.99999976
0.59849715,0.6977141,0.0,0.25030187,5,0,1,1,0.000853501,0.99914646
0.7186466,0.7416173,0.22207454,0.7452193,6,0,0,0,1.0,1.4794478e-10
0.8177026,0.8003869,0.123935364,0.71011937,7,0,0,0,1.0,4.241789e-10
0.35713822,0.9204818,0.32867733,0.48002994,8,0,0,0,1.0,4.631079e-10
0.27207956,0.038634673,0.89779073,0.78685635,9,0,1,1,7.953604e-08,0.9999999
0.5916319,0.90050405,0.17160082,0.4220527,10,0,0,0,1.0,7.433486e-11
0.45423707,0.5030582,0.20843989,0.8219563,11,0,1,1,6.2791105e-07,0.9999994
0.7346487,0.7333328,0.20470789,0.6602518,12,0,0,0,1.0,2.901628e-10
0.7964794,0.38087612,0.3802973,0.8252249,13,0,0,0,1.0,5.784092e-08
0.7479682,0.5495156,0.29505318,0.83696544,14,0,0,0,1.0,1.461204e-08
0.7804124,0.39148054,0.34113166,0.80634296,15,0,0,0,0.9999993,7.006711e-07
0.34933546,0.43584773,0.30085343,0.8424121,16,0,1,1,5.5556415e-10,1.0
0.43035573,0.27920988,0.4578221,0.87545466,17,0,1,1,2.280413e-06,0.99999774
0.34338605,0.5039099,0.2844489,0.92895585,18,0,1,1,2.2939075e-09,1.0
0.43282926,0.8670556,0.26397684,0.3008939,19,0,0,0,1.0,1.8359084e-09
0.61245126,0.84429014,0.13061966,0.7390471,20,0,0,0,0.99999964,3.5275272e-07
0.17059328,0.30344588,0.6999228,0.768822,21,0,1,1,7.0816554e-08,0.9999999
0.44485068,0.5141305,0.21819463,0.85233676,22,0,1,1,8.382272e-07,0.99999917
0.6612509,0.709718,0.14939173,0.6900267,23,0,0,0,0.99997556,2.4395391e-05
0.6399051,0.75362116,0.22532621,0.8047694,24,0,0,0,1.0,2.2160491e-09
0.38099357,0.27355593,0.59246963,0.83006597,25,0,1,1,0.0004771081,0.9995229
0.4236996,0.46209687,0.3529909,0.86201996,26,0,1,1,0.0007437485,0.9992562
0.45169577,0.6426639,0.07656316,0.4671971,27,0,1,1,3.124604e-06,0.9999969
