variance,skewness,curtosis,entropy,name,is_train,target,prediction,score_0,score_1
0.47887564,0.5956647,0.027580202,0.83713204,0,0,0,1,6.8394596e-11,1.0
0.6036591,0.7955876,0.40651828,0.44403052,1,0,1,0,1.0,5.407508e-18
0.25108856,0.6733269,0.0,0.29779565,2,0,0,1,1.7296975e-12,1.0
0.67840976,0.7356558,0.40415332,0.6617775,3,0,1,0,1.0,3.7711796e-17
0.5566695,0.44947708,0.7123228,0.5685796,4,0,1,0,1.0,1.7399842e-13
0.79849714,0.8977141,0.19893052,0.050301865,5,0,1,0,1.0,4.6856134e-18
0.5186466,0.54161733,0.022074535,0.9452193,6,0,0,1,7.965066e-12,1.0
0.6177026,0.6003869,0.0,0.91011935,7,0,0,1,2.5920155e-09,1.0
0.15713821,0.7204818,0.12867732,0.6800299,8,0,0,1,8.6648787e-13,1.0
0.47207958,0.23863468,1.0,0.58685637,9,0,1,0,1.0,4.3040863e-10
0.3916319,0.70050406,0.0,0.6220527,10,0,0,1,2.6761354e-10,1.0
0.6542371,0.7030582,0.40843987,0.6219563,11,0,1,0,1.0,2.3888018e-16
0.5346487,0.5333328,0.004707888,0.8602518,12,0,0,1,3.8551454e-12,1.0
0.5964794,0.18087612,0.1802973,1.0,13,0,0,1,4.415657e-12,1.0
0.5479682,0.34951562,0.09505318,1.0,14,0,0,1,1.5917315e-12,1.0
0.5804124,0.19148053,0.14113165,1.0,15,0,0,1,2.3745597e-13,1.0
0.5493355,0.63584775,0.5008534,0.6424121,16,0,1,0,1.0,6.6584955e-14
0.6303557,0.4792099,0.65782213,0.6754547,17,0,1,0,1.0,2.7870785e-15
0.54338604,0.7039099,0.4844489,0.72895586,18,0,1,0,1.0,1.9409918e-14
0.23282926,0.6670556,0.06397684,0.5008939,19,0,0,1,1.2340719e-12,1.0
0.41245127,0.64429015,0.0,0.9390471,20,0,0,1,3.1841747e-12,1.0
0.37059328,0.50344586,0.8999228,0.568822,21,0,1,0,1.0,2.3213122e-11
0.6448507,0.71413046,0.41819465,0.6523368,22,0,1,0,1.0,1.6282136e-16
0.4612509,0.509718,0.0,0.8900267,23,0,0,1,8.752611e-14,1.0
0.4399051,0.5536212,0.025326207,1.0,24,0,0,1,1.0547324e-12,1.0
0.5809936,0.47355592,0.7924696,0.630066,25,0,1,0,1.0,1.0127879e-15
0.6236996,0.66209686,0.5529909,0.66201997,26,0,1,0,1.0,1.8980339e-17
0.6516958,0.8426639,0.27656317,0.26719707,27,0,1,0,1.0,2.6889696e-16
0.8197131,0.85760885,0.21496418,0.2492816,28,0,1,0,1.0,1.7591349e-17
0.5633934,0.36175,0.11301021,1.0,29,0,0,1,1.5536681e-11,1.0
0.74302477,0.8488567,0.23765196,0.24335657,30,0,1,0,1.0,8.918301e-17
0.7123441,0.8250098,0.2739412,0.34986663,31,0,1,0,1.0,1.3480098e-16
0.19412558,0.7210992,0.13669415,0.725296,32,0,0,1,2.111689e-11,1.0
0.4930359,0.8030975,0.44960302,0.5625282,33,0,1,0,1.0,3.3188534e-15
0.628351,0.49686396,0.623715,0.6644405,34,0,1,0,1.0,3.6969723e-15
